Collectivite;Budget;Exercice;I_F;D_R;Nature;SousFonction;Exécuté;Libellé nature;Libellé fonction
VILLE;1;2014;F;R;7472;313;25000; SUBVENTIONS ET PARTICIPATIONS REGIONS;THEATRES
VILLE;1;2014;I;R;1322;112;4604,12; SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS;POLICE MUNICIPALE
VILLE;1;2014;F;D;60636;112;139102,4; VETEMENTS DE TRAVAIL;POLICE MUNICIPALE
VILLE;1;2014;F;D;6574;95;2132973; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;AIDES AU TOURISME
VILLE;1;2014;F;D;6453;422;1074621,59; COTISATIONS AUX CAISSES DE RETRAITES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2014;F;D;61522;20;452191,9; ENTRETIEN ET REPARATIONS BATIMENTS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;64131;40;30666,43; REMUNERATION;SERVICES COMMUNS
VILLE;1;2014;I;D;4541;;17116,47; TRAVAUX EFFECTUES D'OFFICE POUR LE COMPTE DE TIERS - DEPENSES;
VILLE;1;2014;F;D;6064;40;1239,08; FOURNITURES ADMINISTRATIVES;SERVICES COMMUNS
VILLE;1;2014;F;D;64118;814;259264,16; AUTRES INDEMNITES PERSONNEL TITULAIRE;ECLAIRAGE PUBLIC
VILLE;1;2014;F;D;61521;26;15607,2; ENTRETIEN ET REPARATIONS SUR TERRAINS;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2014;F;D;6218;30;107071,8; AUTRE PERSONNEL EXTERIEUR;SERVICES COMMUNS
VILLE;1;2014;F;D;6247;823;1356,02; TRANSPORT COLLECTIF;ESPACES VERTS URBAINS
VILLE;1;2014;F;D;60632;12;710,39; FOURNITURES DE PETIT EQUIPEMENT;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2014;F;D;6064;422;10787,08; FOURNITURES ADMINISTRATIVES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2014;F;D;60628;251;214969,64; AUTRES FOURNITURES NON STOCKEES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2014;F;R;7478;816;160000; SUBVENTIONS ET PARTICIPATIONS AUTRES ORGANISMES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2014;F;R;70878;813;41681,22; REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES;PROPRETE URBAINE
VILLE;1;2014;F;D;6451;412;243707,31; COTISATIONS A L'URSSAF;STADES
VILLE;1;2014;I;R;10222;;11004346,81; F.C.T.V.A.;
VILLE;1;2014;F;D;6453;251;493657,08; COTISATIONS AUX CAISSES DE RETRAITES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2014;F;D;6233;322;150078,99; FOIRES ET EXPOSITIONS;MUSEES
VILLE;1;2014;F;D;64111;411;1101305,49; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;SALLES DE SPORT, GYMNASES
VILLE;1;2014;F;D;60632;211;83401,24; FOURNITURES DE PETIT EQUIPEMENT;ECOLES MATERNELLES
VILLE;1;2014;F;D;6135;814;1500; LOCATIONS MOBILIERES;ECLAIRAGE PUBLIC
VILLE;1;2014;F;D;6281;48;29053; CONCOURS DIVERS (COTISATIONS);AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2014;F;D;6488;816;12706,5; AUTRES CHARGES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2014;F;D;60624;421;6154,98; PRODUITS DE TRAITEMENT;CENTRES DE LOISIRS
VILLE;1;2014;F;D;6451;23;278101,76; COTISATIONS A L'URSSAF;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2014;F;D;60632;313;6445,9; FOURNITURES DE PETIT EQUIPEMENT;THEATRES
VILLE;1;2014;F;D;6135;313;21105,41; LOCATIONS MOBILIERES;THEATRES
VILLE;1;2014;F;R;7718;212;32101,92; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;ECOLES PRIMAIRES
VILLE;1;2014;F;D;60636;822;640,33; VETEMENTS DE TRAVAIL;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2014;F;D;61522;212;403589,98; ENTRETIEN ET REPARATIONS BATIMENTS;ECOLES PRIMAIRES
VILLE;1;2014;I;D;2313;211;1861965,86; IMMOBILISATIONS EN COURS CONSTRUCTION;ECOLES MATERNELLES
VILLE;1;2014;F;D;615221;314;2907,84; ENTRETIEN ET REP BAT PUBLICS;CINEMAS ET AUTRES SALLES DE SPECTACLES
VILLE;1;2014;F;R;758;814;17563,95; Produits divers de gestion cou;ECLAIRAGE PUBLIC
VILLE;1;2014;F;D;6261;30;0,66; FRAIS D'AFFRANCHISSEMENT;SERVICES COMMUNS
VILLE;1;2014;I;D;21318;412;78000; AUTRES BATIMENTS PUBLICS;STADES
VILLE;1;2014;I;D;2182;20;92243,55; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;60636;26;6432,73; VETEMENTS DE TRAVAIL;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2014;F;D;60623;251;2940970,41; ALIMENTATION;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2014;F;D;6257;322;80704,52; RECEPTIONS;MUSEES
VILLE;1;2014;F;D;6238;415;35095,01; DIVERS;MANIFESTATIONS SPORTIVES
VILLE;1;2014;F;D;6227;212;13674,84; FRAIS D'ACTE ET DE CONTENTIEUX;ECOLES PRIMAIRES
VILLE;1;2014;F;R;7473;64;101528,67; SUBVENTIONS ET PARTICIPATIONS DEPARTEMENTS;CRECHES ET GARDERIES
VILLE;1;2014;F;D;61558;48;3138,18; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2014;F;R;7343;;55796; TAXE SUR LES PYLONES ELECTRIQUES;
VILLE;1;2014;F;D;6188;24;3792,39; AUTRES FRAIS DIVERS;FETES ET CEREMONIES
VILLE;1;2014;F;D;64162;30;66143,81; EMPLOI D'AVENIR;SERVICES COMMUNS
VILLE;1;2014;F;D;60624;821;238,9; PRODUITS DE TRAITEMENT;EQUIPEMENTS DE VOIRIE
VILLE;1;2014;F;D;6331;821;15439,39; VERSEMENT DE TRANSPORT;EQUIPEMENTS DE VOIRIE
VILLE;1;2014;F;D;60632;813;110,1; FOURNITURES DE PETIT EQUIPEMENT;PROPRETE URBAINE
VILLE;1;2014;I;R;21538;;2121,76; AUTRES RESEAUX;
VILLE;1;2014;F;R;70631;422;5500; redevances et droits a caracte;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2014;F;R;7482;;27210; COMPENSATION P/PERTE  TAXE ADDITIONN.DROITS MUTATION OU TAXE PUBLICITE FONCIERE;
VILLE;1;2014;I;R;1321;323;21924; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;ARCHIVES
VILLE;1;2014;F;D;6238;824;6192; DIVERS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2014;I;D;2318;112;262874,38; AUTRES IMMOBILISATIONS CORPORELLES EN COURS;POLICE MUNICIPALE
VILLE;1;2014;F;D;64112;212;555298,94; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ECOLES PRIMAIRES
VILLE;1;2014;F;D;6713;520;36442,59; CHARGES EXCEPTIONNELLES SECOURS ET DOTS;SERVICES COMMUNS
VILLE;1;2014;I;D;2313;91;67040,42; IMMOBILISATIONS EN COURS CONSTRUCTION;FOIRES ET MARCHES
VILLE;1;2014;F;D;6456;20;80656; VERSEMENT AU FNC DU SUPPLEMENT FAMILIAL;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;615232;20;60468,44; ENTRETIEN ET REP RESEAUX;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;I;D;2764;;6325000; CREANCES SUR DES PARTICULIERS;
VILLE;1;2014;F;D;6488;313;13980,5; AUTRES CHARGES;THEATRES
VILLE;1;2014;F;D;6228;64;7860,6; DIVERS;CRECHES ET GARDERIES
VILLE;1;2014;F;D;6065;314;2616,02; LIVRES DISQUES CASSETTES;CINEMAS ET AUTRES SALLES DE SPECTACLES
VILLE;1;2014;F;D;62878;26;51758,07; REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2014;F;D;6282;112;13454,32; FRAIS DE GARDIENNAGE;POLICE MUNICIPALE
VILLE;1;2014;F;D;6331;212;408077,33; VERSEMENT DE TRANSPORT;ECOLES PRIMAIRES
VILLE;1;2014;F;D;64112;12;17678,22; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2014;F;R;70631;40;5205; redevances et droits a caracte;SERVICES COMMUNS
VILLE;1;2014;I;D;2135;816;343369,92; INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGTS DES CONSTRUCTIONS;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2014;F;D;60636;323;21,44; VETEMENTS DE TRAVAIL;ARCHIVES
VILLE;1;2014;F;D;6156;313;2949,92; MAINTENANCE;THEATRES
VILLE;1;2014;I;D;2188;821;818371,55; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;EQUIPEMENTS DE VOIRIE
VILLE;1;2014;F;D;61523;822;1024672,89; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2014;F;D;6331;824;2039,92; VERSEMENT DE TRANSPORT;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2014;F;D;6233;91;173113,59; FOIRES ET EXPOSITIONS;FOIRES ET MARCHES
VILLE;1;2014;F;R;7718;25;689,02; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
VILLE;1;2014;I;D;2115;323;1318672,15; TERRAINS BATIS;ARCHIVES
VILLE;1;2014;F;D;6188;822;11696,2; AUTRES FRAIS DIVERS;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2014;F;D;6451;212;4179028,31; COTISATIONS A L'URSSAF;ECOLES PRIMAIRES
VILLE;1;2014;F;D;6453;64;3528953,43; COTISATIONS AUX CAISSES DE RETRAITES;CRECHES ET GARDERIES
VILLE;1;2014;F;D;6188;91;118663; AUTRES FRAIS DIVERS;FOIRES ET MARCHES
VILLE;1;2014;F;D;6232;415;55194,8; FETES ET CEREMONIES;MANIFESTATIONS SPORTIVES
VILLE;1;2014;I;D;21318;40;3852,05; AUTRES BATIMENTS PUBLICS;SERVICES COMMUNS
VILLE;1;2014;I;D;2031;322;11022,4; FRAIS D'ETUDES;MUSEES
VILLE;1;2014;F;D;60613;211;17591,87; CHAUFFAGE URBAIN;ECOLES MATERNELLES
VILLE;1;2014;I;D;2188;824;17694,98; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2014;F;R;7484;22;59673; DOTATION DE RECENSEMENT;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2014;F;D;60623;322;4533,31; ALIMENTATION;MUSEES
VILLE;1;2014;F;D;678;;50669,64; AUTRES CHARGES EXCEPTIONNELLES;
VILLE;1;2014;F;D;64111;822;3944456,76; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2014;F;D;60612;814;2336636,3; ENERGIE ET ELECTRICITE;ECLAIRAGE PUBLIC
VILLE;1;2014;F;D;6718;20;25955,33; AUTRES CHARGES EXCEPT SUR OPERATIONS DE GESTION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;60624;12;1727,91; PRODUITS DE TRAITEMENT;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2014;F;D;6236;823;14873,4; CATALOGUES ET IMPRIMES;ESPACES VERTS URBAINS
VILLE;1;2014;F;D;6331;22;48985,56; VERSEMENT DE TRANSPORT;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2014;F;D;64118;22;587767,5; AUTRES INDEMNITES PERSONNEL TITULAIRE;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2014;F;R;758;22;80887; Produits divers de gestion cou;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2014;F;D;637;322;39980,65; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);MUSEES
VILLE;1;2014;F;D;64111;48;254883,61; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2014;F;D;6331;91;11575,75; VERSEMENT DE TRANSPORT;FOIRES ET MARCHES
VILLE;1;2014;F;R;757;112;147288,28; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;POLICE MUNICIPALE
VILLE;1;2014;F;D;627;30;45; SERVICES BANCAIRES ET ASSIMILES;SERVICES COMMUNS
VILLE;1;2014;F;D;61558;822;3621,76; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2014;F;R;775;824;23544481,8; PRODUITS DES CESSIONS D'IMMOBILISATIONS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2014;I;D;2121;810;4004,59; PLANTATIONS D'ARBRES ET D'ARBUSTES;SERVICES COMMUNS
VILLE;1;2014;F;D;6241;12;53,45; TRANSPORT DE BIENS;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2014;F;D;6453;20;4241169,4; COTISATIONS AUX CAISSES DE RETRAITES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;611;212;15642,02; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;ECOLES PRIMAIRES
VILLE;1;2014;F;D;6182;323;127,4; DOCUMENTATION GENERALE ET TECHNIQUE;ARCHIVES
VILLE;1;2014;I;D;2168;324;46000; COLLECTIONS - OEUVRES D'ART AUTRES;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;1;2014;I;D;2051;520;1315,6; CONCESSIONS ET DROITS SIMILAIRES;SERVICES COMMUNS
VILLE;1;2014;F;D;6574;20;871016; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;I;D;4581;;255895,92; OPERATIONS D'INVESTISSEMENT SOUS MANDAT (DEPENSES);
VILLE;1;2014;F;D;6761;;5893053,31; DIFFERENCES SUR REALISATIONS (POSITIVES) TRANSFEREES EN INVESTISSEMENT;
VILLE;1;2014;F;D;63512;20;953688,29; TAXES FONCIERES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;61558;40;6534,86; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;SERVICES COMMUNS
VILLE;1;2014;I;D;21318;314;282,46; AUTRES BATIMENTS PUBLICS;CINEMAS ET AUTRES SALLES DE SPECTACLES
VILLE;1;2014;F;D;6541;;233433,17; CREANCES ADMISES EN NON VALEUR;
VILLE;1;2014;I;D;2312;211;79755,03; IMMOBILISATIONS EN COURS TERRAINS;ECOLES MATERNELLES
VILLE;1;2014;F;D;61521;415;91562,13; ENTRETIEN ET REPARATIONS SUR TERRAINS;MANIFESTATIONS SPORTIVES
VILLE;1;2014;F;D;6232;20;68012,14; FETES ET CEREMONIES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;I;R;1328;213;35000; SUBV D EQUIPEMENT AUTRES;CLASSES REGROUPEES
VILLE;1;2014;F;R;7788;112;776,8; PRODUITS EXCEPTIONNELS DIVERS;POLICE MUNICIPALE
VILLE;1;2014;F;D;6064;323;12209,46; FOURNITURES ADMINISTRATIVES;ARCHIVES
VILLE;1;2014;F;R;7473;422;709,5; SUBVENTIONS ET PARTICIPATIONS DEPARTEMENTS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2014;F;D;617;824;81365,88; ETUDES ET RECHERCHES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2014;I;D;2188;22;76,8; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2014;F;D;64118;312;178532,77; AUTRES INDEMNITES PERSONNEL TITULAIRE;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;1;2014;I;D;274;520;43450,14; AUTRES IMMOBILISATIONS FINANCIERES PRETS;SERVICES COMMUNS
VILLE;1;2014;F;D;6451;816;56910,75; COTISATIONS A L'URSSAF;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2014;F;D;64131;422;991456,02; REMUNERATION;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2014;F;D;6574;25;269112; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
VILLE;1;2014;F;D;6257;422;26524,98; RECEPTIONS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2014;F;R;70848;20;387794,63; MISE A DISPOSITION DU PERSONNEL AUX AUTRES ORGANISMES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;6182;20;121990,13; DOCUMENTATION GENERALE ET TECHNIQUE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;6236;313;16948,8; CATALOGUES ET IMPRIMES;THEATRES
VILLE;1;2014;F;D;6156;411;20406,66; MAINTENANCE;SALLES DE SPORT, GYMNASES
VILLE;1;2014;I;R;1322;213;49985; SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS;CLASSES REGROUPEES
VILLE;1;2014;I;D;21318;324;503244,97; AUTRES BATIMENTS PUBLICS;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;1;2014;F;D;64131;64;2914900,91; REMUNERATION;CRECHES ET GARDERIES
VILLE;1;2014;F;D;615232;412;39048,55; ENTRETIEN ET REP RESEAUX;STADES
VILLE;1;2014;F;D;6262;112;89977,28; FRAIS DE TELECOMMUNICATIONS;POLICE MUNICIPALE
VILLE;1;2014;F;D;6135;25;64519,17; LOCATIONS MOBILIERES;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
VILLE;1;2014;F;R;758;30;29403,75; Produits divers de gestion cou;SERVICES COMMUNS
VILLE;1;2014;I;D;2315;810;1339112,85; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;SERVICES COMMUNS
VILLE;1;2014;I;D;21531;;102726,53; RESEAUX D'ADDUCTION D'EAU;
VILLE;1;2014;F;D;6282;814;386,62; FRAIS DE GARDIENNAGE;ECLAIRAGE PUBLIC
VILLE;1;2014;F;R;70632;823;513070,5; REDEVANCES A CARACTERE DE LOISIRS;ESPACES VERTS URBAINS
VILLE;1;2014;F;D;60612;26;5688,29; ENERGIE ET ELECTRICITE;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2014;F;D;6282;26;119,07; FRAIS DE GARDIENNAGE;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2014;F;R;758;24;14319,25; Produits divers de gestion cou;FETES ET CEREMONIES
VILLE;1;2014;F;D;6453;112;1222573,5; COTISATIONS AUX CAISSES DE RETRAITES;POLICE MUNICIPALE
VILLE;1;2014;F;D;611;20;377655,12; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;64118;824;20962,37; AUTRES INDEMNITES PERSONNEL TITULAIRE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2014;F;D;60631;322;0,01; FOURNITURES D'ENTRETIEN;MUSEES
VILLE;1;2014;I;D;2188;24;94226,84; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;FETES ET CEREMONIES
VILLE;1;2014;F;D;60631;12;420,11; FOURNITURES D'ENTRETIEN;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2014;F;D;64111;22;2328508,77; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2014;I;D;275;;12920; AUTRES IMMOBILISATIONS FINANCIERES DEPOTS ET CAUTIONNEMENTS VERSES;
VILLE;1;2014;F;D;60628;313;2088,35; AUTRES FOURNITURES NON STOCKEES;THEATRES
VILLE;1;2014;F;D;6488;48;17479; AUTRES CHARGES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2014;F;D;6542;;82072,85; CREANCES ETEINTES;
VILLE;1;2014;F;D;6236;415;2940,08; CATALOGUES ET IMPRIMES;MANIFESTATIONS SPORTIVES
VILLE;1;2014;I;R;192;;5914685,09; REALISATIONS POSTERIEURES AU 01/01/1997;
VILLE;1;2014;F;D;6453;412;444356,4; COTISATIONS AUX CAISSES DE RETRAITES;STADES
VILLE;1;2014;F;D;64111;312;404194,83; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;1;2014;F;D;614;20;953791,43; CHARGES LOCATIVES ET DE COPROPRIETE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;I;D;2313;20;2732424,25; IMMOBILISATIONS EN COURS CONSTRUCTION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;R;758;;437,4; Produits divers de gestion cou;
VILLE;1;2014;F;D;6236;323;13606,25; CATALOGUES ET IMPRIMES;ARCHIVES
VILLE;1;2014;F;D;6453;814;187196,71; COTISATIONS AUX CAISSES DE RETRAITES;ECLAIRAGE PUBLIC
VILLE;1;2014;F;D;6064;313;1837,83; FOURNITURES ADMINISTRATIVES;THEATRES
VILLE;1;2014;F;D;6065;30;22354,94; LIVRES DISQUES CASSETTES;SERVICES COMMUNS
VILLE;1;2014;F;R;7062;30;3291; REDEVANCES ET DROITS DES SERVICES A CARACTERE CULTUREL;SERVICES COMMUNS
VILLE;1;2014;I;D;2121;823;114040,13; PLANTATIONS D'ARBRES ET D'ARBUSTES;ESPACES VERTS URBAINS
VILLE;1;2014;F;D;611;25;2385; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
VILLE;1;2014;F;D;6042;20;441634,09; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;6283;823;9190,2; FRAIS DE NETTOYAGE DES LOCAUX;ESPACES VERTS URBAINS
VILLE;1;2014;F;D;60632;30;22720,15; FOURNITURES DE PETIT EQUIPEMENT;SERVICES COMMUNS
VILLE;1;2014;F;D;6226;823;16595,71; HONORAIRES;ESPACES VERTS URBAINS
VILLE;1;2014;F;D;6188;212;153910,67; AUTRES FRAIS DIVERS;ECOLES PRIMAIRES
VILLE;1;2014;F;D;6282;520;1741,53; FRAIS DE GARDIENNAGE;SERVICES COMMUNS
VILLE;1;2014;F;D;60632;251;55722,6; FOURNITURES DE PETIT EQUIPEMENT;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2014;I;D;2031;422;128941,2; FRAIS D'ETUDES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2014;F;D;61551;412;390,24; ENTRETIEN ET REPARATIONS MATERIEL ROULANT;STADES
VILLE;1;2014;F;D;6135;112;6988,89; LOCATIONS MOBILIERES;POLICE MUNICIPALE
VILLE;1;2014;F;D;6262;33;5846,3; FRAIS DE TELECOMMUNICATIONS;ACTION CULTURELLE
VILLE;1;2014;F;D;6714;422;12640; CHARGES EXCEPTIONNELLES SUR BOURSES ET PRIX;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2014;I;D;21568;823;53331,97; AUTRE MATERIEL ET OUTILLAGE D'INCENDIE ET DE DEFENSE CIVILE;ESPACES VERTS URBAINS
VILLE;1;2014;F;D;615221;421;1016,4; ENTRETIEN ET REP BAT PUBLICS;CENTRES DE LOISIRS
VILLE;1;2014;F;D;64731;20;185668,66; ALLOC CHOM;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;F;D;64131;21;74025,53; REMUNERATION;ASSEMBLEE LOCALE
VILLE;1;2014;F;D;60632;421;26339,14; FOURNITURES DE PETIT EQUIPEMENT;CENTRES DE LOISIRS
VILLE;1;2014;F;D;6331;820;36296,59; VERSEMENT DE TRANSPORT;SERVICES COMMUNS
VILLE;1;2014;F;D;6065;211;15960; LIVRES DISQUES CASSETTES;ECOLES MATERNELLES
VILLE;1;2014;F;D;6236;422;17708,29; CATALOGUES ET IMPRIMES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2014;F;R;7718;12;1,91; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2014;F;D;64118;48;87649,64; AUTRES INDEMNITES PERSONNEL TITULAIRE;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2014;F;R;7718;48;0,01; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2014;F;D;6064;112;2654,06; FOURNITURES ADMINISTRATIVES;POLICE MUNICIPALE
VILLE;1;2014;F;D;678;822;1490,4; AUTRES CHARGES EXCEPTIONNELLES;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2014;F;D;6238;20;66806,69; DIVERS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;I;D;21531;20;73779,78; RESEAUX D'ADDUCTION D'EAU;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;I;D;2031;823;173094,28; FRAIS D'ETUDES;ESPACES VERTS URBAINS
VILLE;1;2014;F;D;64118;91;274985,29; AUTRES INDEMNITES PERSONNEL TITULAIRE;FOIRES ET MARCHES
VILLE;1;2014;I;R;21318;;501457,08; AUTRES BATIMENTS PUBLICS;
VILLE;1;2014;F;D;6712;20;5451; CHARGES EXCEPTIONNELLES POUR AMENDES FISCALES ET PENALES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2014;I;R;28183;;1591818,08; MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE;
VILLE;1;2014;F;D;6247;415;25154,19; TRANSPORT COLLECTIF;MANIFESTATIONS SPORTIVES
VILLE;1;2014;F;D;6135;23;3941,92; LOCATIONS MOBILIERES;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2014;F;R;758;520;2093,96; Produits divers de gestion cou;SERVICES COMMUNS
VILLE;1;2014;F;R;74712;;564516,93; EMPLOI D'AVENIR;
VILLE;1;2014;F;R;7711;823;3100; DEDITS ET PENALITES PERCUS;ESPACES VERTS URBAINS
VILLE;1;2014;F;D;64118;822;1198040,21; AUTRES INDEMNITES PERSONNEL TITULAIRE;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2014;I;D;21318;20;303349,11; AUTRES BATIMENTS PUBLICS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
